language,structure,dataset,n,repeat,operation,time_ns,hits,checksum
python,linked,dataset_1000.txt,1000,5,insert,107208,5,494272
python,linked,dataset_1000.txt,1000,5,search,234916,5,494272
python,linked,dataset_1000.txt,1000,5,delete,173791,5,494272
python,linked,dataset_1000.txt,1000,5,traverse,29917,5,494272
python,linked,dataset_1000.txt,1000,6,insert,103209,5,494272
python,linked,dataset_1000.txt,1000,6,search,237625,5,494272
python,linked,dataset_1000.txt,1000,6,delete,173458,5,494272
python,linked,dataset_1000.txt,1000,6,traverse,30875,5,494272
python,linked,dataset_1000.txt,1000,7,insert,105208,5,494272
python,linked,dataset_1000.txt,1000,7,search,240917,5,494272
python,linked,dataset_1000.txt,1000,7,delete,172042,5,494272
python,linked,dataset_1000.txt,1000,7,traverse,30542,5,494272
python,linked,dataset_1000.txt,1000,8,insert,107250,5,494272
python,linked,dataset_1000.txt,1000,8,search,237459,5,494272
python,linked,dataset_1000.txt,1000,8,delete,173916,5,494272
python,linked,dataset_1000.txt,1000,8,traverse,30000,5,494272
python,linked,dataset_1000.txt,1000,9,insert,103625,5,494272
python,linked,dataset_1000.txt,1000,9,search,235458,5,494272
python,linked,dataset_1000.txt,1000,9,delete,172709,5,494272
python,linked,dataset_1000.txt,1000,9,traverse,31083,5,494272
cpp,array,dataset_25000.txt,25000,0,insert,6834,125,309399781
cpp,array,dataset_25000.txt,25000,0,search,1425416,125,309399781
cpp,array,dataset_25000.txt,25000,0,delete,1071542,125,309399781
cpp,array,dataset_25000.txt,25000,0,traverse,958,125,309399781
cpp,array,dataset_25000.txt,25000,1,insert,5959,125,309399781
cpp,array,dataset_25000.txt,25000,1,search,1422083,125,309399781
cpp,array,dataset_25000.txt,25000,1,delete,1071667,125,309399781
cpp,array,dataset_25000.txt,25000,1,traverse,916,125,309399781
cpp,array,dataset_25000.txt,25000,2,insert,5917,125,309399781
cpp,array,dataset_25000.txt,25000,2,search,1425125,125,309399781
cpp,array,dataset_25000.txt,25000,2,delete,1068500,125,309399781
cpp,array,dataset_25000.txt,25000,2,traverse,958,125,309399781
cpp,array,dataset_25000.txt,25000,3,insert,9208,125,309399781
cpp,array,dataset_25000.txt,25000,3,search,1443333,125,309399781
cpp,array,dataset_25000.txt,25000,3,delete,1071584,125,309399781
cpp,array,dataset_25000.txt,25000,3,traverse,958,125,309399781
cpp,array,dataset_25000.txt,25000,4,insert,6291,125,309399781
cpp,array,dataset_25000.txt,25000,4,search,1428500,125,309399781
cpp,array,dataset_25000.txt,25000,4,delete,1068583,125,309399781
cpp,array,dataset_25000.txt,25000,4,traverse,959,125,309399781
cpp,array,dataset_25000.txt,25000,5,insert,7584,125,309399781
cpp,array,dataset_25000.txt,25000,5,search,1425041,125,309399781
cpp,array,dataset_25000.txt,25000,5,delete,1068500,125,309399781
cpp,array,dataset_25000.txt,25000,5,traverse,917,125,309399781
cpp,array,dataset_25000.txt,25000,6,insert,7625,125,309399781
cpp,array,dataset_25000.txt,25000,6,search,1424333,125,309399781
cpp,array,dataset_25000.txt,25000,6,delete,1071667,125,309399781
cpp,array,dataset_25000.txt,25000,6,traverse,958,125,309399781
cpp,array,dataset_25000.txt,25000,7,insert,6083,125,309399781
cpp,array,dataset_25000.txt,25000,7,search,1425083,125,309399781
cpp,array,dataset_25000.txt,25000,7,delete,1071875,125,309399781
cpp,array,dataset_25000.txt,25000,7,traverse,916,125,309399781
cpp,array,dataset_25000.txt,25000,8,insert,5958,125,309399781
cpp,array,dataset_25000.txt,25000,8,search,1435958,125,309399781
cpp,array,dataset_25000.txt,25000,8,delete,1109417,125,309399781
cpp,array,dataset_25000.txt,25000,8,traverse,958,125,309399781
cpp,array,dataset_25000.txt,25000,9,insert,7625,125,309399781
cpp,array,dataset_25000.txt,25000,9,search,1447083,125,309399781
cpp,array,dataset_25000.txt,25000,9,delete,1101375,125,309399781
cpp,array,dataset_25000.txt,25000,9,traverse,958,125,309399781
cpp,hash,dataset_1000.txt,1000,0,insert,15334,5,494272
cpp,hash,dataset_1000.txt,1000,0,search,0,5,494272
cpp,hash,dataset_1000.txt,1000,0,delete,292,5,494272
cpp,hash,dataset_1000.txt,1000,0,traverse,1000,5,494272
cpp,hash,dataset_1000.txt,1000,1,insert,15125,5,494272
cpp,hash,dataset_1000.txt,1000,1,search,42,5,494272
cpp,hash,dataset_1000.txt,1000,1,delete,208,5,494272
cpp,hash,dataset_1000.txt,1000,1,traverse,917,5,494272
cpp,hash,dataset_1000.txt,1000,2,insert,15083,5,494272
cpp,hash,dataset_1000.txt,1000,2,search,0,5,494272
cpp,hash,dataset_1000.txt,1000,2,delete,208,5,494272
cpp,hash,dataset_1000.txt,1000,2,traverse,917,5,494272
cpp,hash,dataset_1000.txt,1000,3,insert,15125,5,494272
cpp,hash,dataset_1000.txt,1000,3,search,0,5,494272
cpp,hash,dataset_1000.txt,1000,3,delete,167,5,494272
cpp,hash,dataset_1000.txt,1000,3,traverse,958,5,494272
cpp,hash,dataset_1000.txt,1000,4,insert,15125,5,494272
cpp,hash,dataset_1000.txt,1000,4,search,41,5,494272
cpp,hash,dataset_1000.txt,1000,4,delete,167,5,494272
cpp,hash,dataset_1000.txt,1000,4,traverse,958,5,494272
cpp,hash,dataset_1000.txt,1000,5,insert,15708,5,494272
cpp,hash,dataset_1000.txt,1000,5,search,42,5,494272
cpp,hash,dataset_1000.txt,1000,5,delete,167,5,494272
cpp,hash,dataset_1000.txt,1000,5,traverse,959,5,494272
cpp,hash,dataset_1000.txt,1000,6,insert,15291,5,494272
cpp,hash,dataset_1000.txt,1000,6,search,0,5,494272
cpp,hash,dataset_1000.txt,1000,6,delete,208,5,494272
cpp,hash,dataset_1000.txt,1000,6,traverse,959,5,494272
cpp,hash,dataset_1000.txt,1000,7,insert,15167,5,494272
cpp,hash,dataset_1000.txt,1000,7,search,0,5,494272
cpp,hash,dataset_1000.txt,1000,7,delete,250,5,494272
cpp,hash,dataset_1000.txt,1000,7,traverse,959,5,494272
cpp,hash,dataset_1000.txt,1000,8,insert,15417,5,494272
cpp,hash,dataset_1000.txt,1000,8,search,0,5,494272
cpp,hash,dataset_1000.txt,1000,8,delete,208,5,494272
cpp,hash,dataset_1000.txt,1000,8,traverse,958,5,494272
cpp,hash,dataset_1000.txt,1000,9,insert,15125,5,494272
cpp,hash,dataset_1000.txt,1000,9,search,42,5,494272
cpp,hash,dataset_1000.txt,1000,9,delete,208,5,494272
cpp,hash,dataset_1000.txt,1000,9,traverse,959,5,494272
